time,proton_density_cm3,flow_speed_km_s,flow_pressure_npa,scalar_b_nt,bz_gsm_nt,proton_flux_cm2_s
2026-04-21 01:00:00,4.6,467.0,2.01,8.2,-3.9,214819999.99999997
2026-04-21 02:00:00,4.6,477.0,2.09,7.3,-4.0,219419999.99999997
2026-04-21 03:00:00,4.8,471.0,2.13,6.8,-3.8,226079999.99999997
2026-04-21 04:00:00,2.9,496.0,1.43,5.1,-2.9,143840000.0
2026-04-21 05:00:00,2.9,512.0,1.52,4.6,0.3,148480000.0
2026-04-21 06:00:00,3.2,516.0,1.7,4.7,-1.7,165120000.0
2026-04-21 07:00:00,3.2,517.0,1.71,4.7,-1.9,165440000.0
2026-04-21 08:00:00,3.3,528.0,1.84,4.6,-0.7,174240000.0
2026-04-21 09:00:00,3.4,527.0,1.89,4.8,1.8,179180000.0
2026-04-21 10:00:00,3.4,533.0,1.93,4.9,-1.5,181220000.0
2026-04-21 11:00:00,3.1,534.0,1.77,5.0,-2.6,165540000.0
2026-04-21 12:00:00,3.2,530.0,1.8,4.8,-0.9,169600000.0
2026-04-21 13:00:00,3.0,533.0,1.7,5.2,-3.5,159900000.0
2026-04-21 14:00:00,2.8,537.0,1.61,5.3,-4.1,150360000.0
2026-04-21 15:00:00,3.0,528.0,1.67,5.1,-2.5,158400000.0
2026-04-21 16:00:00,2.8,541.0,1.64,5.5,-3.5,151480000.0
2026-04-21 17:00:00,3.1,537.0,1.79,5.6,-3.5,166470000.0
2026-04-21 18:00:00,3.1,535.0,1.77,5.5,-4.3,165850000.0
2026-04-21 19:00:00,3.0,509.0,1.55,5.5,0.1,152700000.0
2026-04-21 20:00:00,3.6,516.0,1.92,5.2,-0.8,185760000.0
2026-04-21 21:00:00,3.7,520.0,2.0,5.0,-0.5,192400000.0
2026-04-21 22:00:00,3.9,511.0,2.04,4.9,1.2,199290000.0
2026-04-21 23:00:00,4.2,504.0,2.13,5.0,0.7,211680000.00000003
2026-04-22 00:00:00,4.0,505.0,2.04,5.3,1.6,202000000.0
2026-04-22 01:00:00,3.2,515.0,1.7,5.3,2.8,164800000.0
2026-04-22 02:00:00,3.4,513.0,1.79,4.9,1.3,174420000.0
2026-04-22 03:00:00,3.9,513.0,2.05,4.8,-2.0,200070000.0
2026-04-22 04:00:00,3.8,508.0,1.96,4.8,0.1,193040000.0
2026-04-22 05:00:00,3.7,504.0,1.88,4.9,1.7,186480000.00000003
2026-04-22 06:00:00,4.3,499.0,2.14,4.9,1.8,214569999.99999997
2026-04-22 07:00:00,3.5,505.0,1.79,5.2,3.1,176750000.0
2026-04-22 08:00:00,3.5,502.0,1.76,5.3,3.3,175700000.0
2026-04-22 09:00:00,3.7,497.0,1.83,5.2,1.4,183890000.0
2026-04-22 10:00:00,4.4,487.0,2.09,5.2,-0.2,214280000.00000003
2026-04-22 11:00:00,4.2,491.0,2.03,5.3,1.7,206220000.00000003
2026-04-22 12:00:00,4.1,494.0,2.0,5.2,1.9,202540000.0
2026-04-22 13:00:00,4.3,494.0,2.1,5.1,1.9,212419999.99999997
2026-04-22 14:00:00,4.0,490.0,1.92,5.5,2.3,196000000.0
2026-04-22 15:00:00,3.5,487.0,1.66,5.8,2.0,170450000.0
2026-04-22 16:00:00,4.2,493.0,2.04,5.8,3.2,207060000.0
2026-04-22 17:00:00,4.5,480.0,2.07,6.0,3.0,216000000.0
2026-04-22 18:00:00,4.4,482.0,2.04,6.0,2.7,212080000.00000003
2026-04-22 19:00:00,4.2,484.0,1.97,6.1,3.7,203280000.00000003
2026-04-22 20:00:00,4.8,483.0,2.24,6.2,2.8,231840000.0
2026-04-22 21:00:00,4.3,474.0,1.93,6.2,1.6,203819999.99999997
2026-04-22 22:00:00,4.7,467.0,2.05,6.2,0.3,219490000.0
2026-04-22 23:00:00,4.8,471.0,2.13,5.9,2.2,226079999.99999997
2026-04-23 00:00:00,4.7,469.0,2.07,5.6,-1.3,220430000.00000003
2026-04-23 01:00:00,4.2,468.0,1.84,5.2,-1.8,196560000.0
2026-04-23 02:00:00,4.7,462.0,2.01,5.8,-2.5,217140000.0
2026-04-23 03:00:00,4.3,471.0,1.91,5.6,-2.8,202530000.0
2026-04-23 04:00:00,4.2,461.0,1.79,4.8,1.5,193620000.0
2026-04-23 05:00:00,4.0,454.0,1.65,5.0,0.2,181600000.0
2026-04-23 06:00:00,3.8,440.0,1.47,5.2,-1.6,167200000.0
2026-04-23 07:00:00,3.7,439.0,1.43,5.2,-1.0,162430000.00000003
2026-04-23 08:00:00,3.6,443.0,1.41,5.3,-1.3,159480000.0
2026-04-23 09:00:00,3.4,439.0,1.31,5.3,-0.9,149260000.0
2026-04-23 10:00:00,3.2,442.0,1.25,5.0,0.6,141440000.0
2026-04-23 11:00:00,3.0,438.0,1.15,4.8,0.7,131400000.0
2026-04-23 12:00:00,3.0,439.0,1.16,4.6,-0.2,131700000.0
2026-04-23 13:00:00,2.7,431.0,1.0,4.6,-0.1,116370000.0
2026-04-23 14:00:00,2.8,442.0,1.09,4.7,-0.4,123759999.99999999
2026-04-23 15:00:00,2.8,448.0,1.12,4.7,-1.1,125439999.99999999
2026-04-23 16:00:00,2.7,435.0,1.02,4.4,-1.1,117450000.0
2026-04-23 17:00:00,2.8,433.0,1.05,4.3,-1.8,121239999.99999999
2026-04-23 18:00:00,2.9,435.0,1.1,4.3,-1.0,126150000.0
2026-04-23 19:00:00,3.2,430.0,1.18,4.2,1.3,137600000.0
2026-04-23 20:00:00,2.9,441.0,1.13,4.2,3.0,127889999.99999999
2026-04-23 21:00:00,3.9,433.0,1.46,3.7,1.1,168870000.0
2026-04-23 22:00:00,3.8,427.0,1.39,3.7,0.0,162260000.0
2026-04-23 23:00:00,3.3,424.0,1.19,3.4,-1.1,139919999.99999997
2026-04-24 00:00:00,3.0,414.0,1.03,3.6,-0.6,124200000.0
2026-04-24 01:00:00,2.8,414.0,0.96,3.5,-2.1,115919999.99999999
2026-04-24 02:00:00,2.9,405.0,0.95,3.5,-0.2,117450000.0
2026-04-24 03:00:00,2.9,397.0,0.91,3.2,0.8,115130000.0
2026-04-24 04:00:00,3.1,393.0,0.96,3.7,0.5,121830000.0
2026-04-24 05:00:00,3.1,391.0,0.95,3.8,-0.4,121210000.00000001
2026-04-24 06:00:00,3.6,385.0,1.07,4.0,-1.7,138600000.0
2026-04-24 07:00:00,3.5,397.0,1.1,4.2,-2.9,138950000.0
2026-04-24 08:00:00,3.6,399.0,1.15,4.3,-2.0,143640000.0
2026-04-24 09:00:00,3.9,394.0,1.21,4.1,-2.0,153660000.0
2026-04-24 10:00:00,4.2,391.0,1.28,4.0,0.8,164220000.0
2026-04-24 11:00:00,4.2,386.0,1.25,4.1,2.9,162120000.0
2026-04-24 12:00:00,4.3,392.0,1.32,4.1,-1.0,168560000.0
2026-04-24 13:00:00,4.5,384.0,1.33,4.3,1.2,172800000.0
2026-04-24 14:00:00,4.7,391.0,1.44,4.6,0.2,183770000.0
2026-04-24 15:00:00,5.4,380.0,1.56,4.8,1.4,205200000.0
2026-04-24 16:00:00,5.2,372.0,1.44,5.7,-0.8,193440000.0
2026-04-24 17:00:00,5.0,371.0,1.38,6.2,-4.4,185500000.0
2026-04-24 18:00:00,5.6,378.0,1.6,6.4,-5.3,211679999.99999997
2026-04-24 19:00:00,7.2,388.0,2.17,6.6,-6.1,279360000.0
2026-04-24 20:00:00,6.9,386.0,2.06,6.6,-5.0,266340000.0
2026-04-24 21:00:00,8.3,392.0,2.55,6.5,-4.9,325360000.00000006
2026-04-24 22:00:00,10.4,396.0,3.26,6.4,-5.5,411840000.00000006
2026-04-24 23:00:00,11.1,390.0,3.38,7.5,-4.1,432900000.0
2026-04-25 00:00:00,11.1,395.0,3.46,7.5,2.0,438450000.0
2026-04-25 01:00:00,11.2,418.0,3.91,7.5,3.3,468159999.99999994
2026-04-25 02:00:00,5.3,411.0,1.79,8.7,7.4,217829999.99999997
2026-04-25 03:00:00,5.6,424.0,2.01,7.7,3.3,237439999.99999997
2026-04-25 04:00:00,5.4,430.0,2.0,7.8,1.4,232200000.0
2026-04-25 05:00:00,5.1,431.0,1.89,7.4,3.3,219810000.0
2026-04-25 06:00:00,5.6,436.0,2.13,6.5,4.1,244160000.0
2026-04-25 07:00:00,5.8,423.0,2.08,5.2,3.6,245340000.0
2026-04-25 08:00:00,5.0,429.0,1.84,5.7,3.2,214500000.0
2026-04-25 09:00:00,5.2,418.0,1.82,5.0,2.8,217360000.0
2026-04-25 10:00:00,4.9,411.0,1.66,5.2,0.7,201390000.0
2026-04-25 11:00:00,5.1,399.0,1.62,5.8,-0.1,203490000.0
2026-04-25 12:00:00,5.3,401.0,1.7,5.5,2.0,212529999.99999997
2026-04-25 13:00:00,5.3,397.0,1.67,4.8,3.1,210410000.0
2026-04-25 14:00:00,6.7,394.0,2.08,3.1,0.4,263980000.00000003
2026-04-25 15:00:00,6.9,376.0,1.95,5.3,1.2,259440000.0
2026-04-25 16:00:00,8.1,371.0,2.23,5.8,0.1,300510000.0
2026-04-25 17:00:00,11.3,368.0,3.06,6.2,-3.3,415840000.00000006
2026-04-25 18:00:00,12.7,380.0,3.67,6.1,-2.2,482600000.0
2026-04-25 19:00:00,12.9,384.0,3.8,6.6,-4.2,495360000.00000006
2026-04-25 20:00:00,11.2,396.0,3.51,9.0,-3.2,443520000.0
2026-04-25 21:00:00,4.5,410.0,1.51,10.8,-7.5,184500000.0
2026-04-25 22:00:00,5.8,421.0,2.06,9.6,-3.9,244179999.99999997
2026-04-25 23:00:00,7.0,420.0,2.47,8.7,1.3,294000000.0
2026-04-26 00:00:00,8.0,419.0,2.81,8.2,0.7,335200000.0
2026-04-26 01:00:00,8.6,418.0,3.01,7.4,-0.8,359480000.0
2026-04-26 02:00:00,9.7,420.0,3.42,8.1,-1.5,407399999.99999994
2026-04-26 03:00:00,11.9,440.0,4.61,10.6,-0.1,523600000.0
2026-04-26 04:00:00,10.7,464.0,4.61,12.1,8.6,496479999.99999994
2026-04-26 05:00:00,7.6,463.0,3.26,10.6,5.7,351880000.0
2026-04-26 06:00:00,8.1,474.0,3.64,8.0,3.2,383939999.99999994
2026-04-26 07:00:00,7.7,483.0,3.59,8.2,0.8,371910000.0
2026-04-26 08:00:00,8.3,487.0,3.94,7.5,-3.9,404210000.00000006
2026-04-26 09:00:00,7.5,464.0,3.23,8.0,3.0,348000000.0
2026-04-26 10:00:00,6.8,456.0,2.83,7.9,2.2,310080000.0
2026-04-26 11:00:00,6.5,459.0,2.74,8.2,4.3,298350000.0
2026-04-26 12:00:00,7.1,459.0,2.99,7.9,4.6,325889999.99999994
2026-04-26 13:00:00,7.3,454.0,3.01,8.0,1.9,331420000.0
2026-04-26 14:00:00,6.9,438.0,2.65,7.8,1.2,302220000.0
2026-04-26 15:00:00,7.1,449.0,2.86,7.4,2.4,318789999.99999994
2026-04-26 16:00:00,6.8,457.0,2.84,7.4,5.2,310760000.0
2026-04-26 17:00:00,7.1,456.0,2.95,7.2,5.7,323760000.0
2026-04-26 18:00:00,9.0,455.0,3.73,6.3,4.3,409500000.0
2026-04-26 19:00:00,15.2,474.0,6.83,3.5,0.9,720479999.9999999
2026-04-26 20:00:00,15.6,475.0,7.04,3.3,-0.4,741000000.0
2026-04-26 21:00:00,14.4,472.0,6.42,4.1,-2.0,679680000.0
2026-04-26 22:00:00,13.1,463.0,5.62,3.6,-2.4,606530000.0
2026-04-26 23:00:00,10.6,454.0,4.37,5.1,-2.2,481239999.99999994
2026-04-27 00:00:00,9.3,456.0,3.87,4.7,-1.3,424080000.0
2026-04-27 01:00:00,11.3,455.0,4.68,2.4,-0.8,514150000.0
2026-04-27 02:00:00,5.8,441.0,2.26,4.7,2.1,255779999.99999997
2026-04-27 03:00:00,4.6,450.0,1.86,5.7,4.4,207000000.0
2026-04-27 04:00:00,4.6,449.0,1.85,5.3,2.1,206539999.99999997
2026-04-27 05:00:00,4.3,436.0,1.63,6.2,1.0,187480000.0
2026-04-27 06:00:00,4.5,439.0,1.73,4.8,-0.4,197550000.0
2026-04-27 07:00:00,4.3,441.0,1.67,4.4,-2.7,189630000.0
2026-04-27 08:00:00,4.6,438.0,1.76,4.2,-0.1,201480000.0
2026-04-27 09:00:00,4.8,444.0,1.89,4.2,2.2,213119999.99999997
2026-04-27 10:00:00,5.4,441.0,2.1,3.2,1.0,238140000.0
2026-04-27 11:00:00,4.8,450.0,1.94,3.1,1.6,216000000.0
2026-04-27 12:00:00,5.3,440.0,2.05,2.6,-0.3,233200000.0
2026-04-27 13:00:00,5.4,446.0,2.15,2.5,0.9,240840000.0
2026-04-27 14:00:00,5.6,440.0,2.17,3.2,2.0,246400000.0
2026-04-27 15:00:00,5.6,438.0,2.15,3.7,0.4,245279999.99999997
2026-04-27 16:00:00,5.4,437.0,2.06,3.3,-1.7,235980000.00000003
2026-04-27 17:00:00,5.6,432.0,2.09,3.5,-0.3,241919999.99999997
2026-04-27 18:00:00,5.8,428.0,2.12,3.5,1.3,248240000.0
2026-04-27 19:00:00,5.1,445.0,2.02,3.6,1.4,226950000.0
2026-04-27 20:00:00,5.3,448.0,2.13,3.6,0.3,237440000.0
2026-04-27 21:00:00,5.4,447.0,2.16,3.7,0.7,241380000.00000003
2026-04-27 22:00:00,5.0,432.0,1.87,3.7,1.6,216000000.0
2026-04-27 23:00:00,5.0,421.0,1.77,4.1,1.1,210500000.0
2026-04-28 00:00:00,4.5,418.0,1.57,4.6,3.4,188100000.0
2026-04-28 01:00:00,4.8,415.0,1.65,4.1,2.8,199200000.0
2026-04-28 02:00:00,4.8,410.0,1.61,3.7,2.6,196800000.0
2026-04-28 03:00:00,4.4,406.0,1.45,4.0,2.8,178640000.0
2026-04-28 04:00:00,5.1,391.0,1.56,4.1,-0.8,199410000.0
2026-04-28 05:00:00,5.0,384.0,1.47,3.4,1.7,192000000.0
2026-04-28 06:00:00,4.9,382.0,1.43,3.3,2.1,187180000.00000003
2026-04-28 07:00:00,4.8,384.0,1.42,3.8,3.1,184319999.99999997
2026-04-28 08:00:00,4.9,378.0,1.4,3.5,2.7,185220000.0
2026-04-28 09:00:00,5.0,377.0,1.42,3.5,2.8,188500000.0
2026-04-28 10:00:00,5.2,369.0,1.42,3.1,2.3,191880000.0
2026-04-28 11:00:00,5.2,363.0,1.37,3.1,1.5,188760000.0
2026-04-28 12:00:00,5.5,359.0,1.42,3.2,1.1,197450000.0
2026-04-28 13:00:00,5.2,358.0,1.33,3.3,0.4,186160000.0
2026-04-28 14:00:00,5.5,357.0,1.4,3.3,1.2,196350000.0
2026-04-28 15:00:00,5.3,360.0,1.37,3.3,2.4,190800000.0
2026-04-28 16:00:00,5.4,359.0,1.39,3.2,2.2,193860000.0
2026-04-28 17:00:00,5.6,354.0,1.4,3.2,1.5,198240000.0
2026-04-28 18:00:00,5.5,355.0,1.39,3.8,2.7,195250000.0
2026-04-28 19:00:00,5.3,354.0,1.33,4.1,3.2,187620000.0
2026-04-28 20:00:00,5.5,354.0,1.38,3.6,2.4,194700000.0
2026-04-28 21:00:00,6.6,353.0,1.64,2.4,1.3,232979999.99999997
2026-04-28 22:00:00,6.7,354.0,1.68,3.0,1.1,237180000.00000003
2026-04-28 23:00:00,6.8,349.0,1.66,2.9,2.3,237319999.99999997
2026-04-29 00:00:00,6.7,350.0,1.64,2.7,1.6,234500000.0
2026-04-29 01:00:00,7.2,341.0,1.67,2.6,1.5,245520000.00000003
2026-04-29 02:00:00,6.6,338.0,1.51,3.0,2.0,223079999.99999997
2026-04-29 03:00:00,8.0,343.0,1.88,3.1,1.7,274400000.0
2026-04-29 04:00:00,8.6,341.0,2.0,3.7,0.3,293260000.0
2026-04-29 05:00:00,9.0,338.0,2.06,3.5,-0.7,304200000.0
2026-04-29 06:00:00,9.0,339.0,2.07,3.7,-0.9,305100000.0
2026-04-29 07:00:00,10.0,337.0,2.27,3.2,-0.2,337000000.0
2026-04-29 08:00:00,10.5,334.0,2.34,3.2,0.1,350700000.0
2026-04-29 09:00:00,10.8,332.0,2.38,3.4,-0.1,358560000.00000006
2026-04-29 10:00:00,11.5,330.0,2.5,3.5,-0.9,379500000.0
2026-04-29 11:00:00,12.1,328.0,2.6,3.4,-0.1,396880000.0
2026-04-29 12:00:00,14.2,326.0,3.02,2.8,-0.8,462920000.0
2026-04-29 13:00:00,15.6,322.0,3.23,3.2,-2.0,502320000.0
2026-04-29 14:00:00,16.0,320.0,3.28,3.5,-2.5,512000000.0
2026-04-29 15:00:00,17.0,321.0,3.5,3.5,-3.3,545700000.0
2026-04-29 16:00:00,17.2,320.0,3.52,3.7,-3.2,550400000.0
2026-04-29 17:00:00,15.0,319.0,3.05,4.3,-2.3,478500000.0
2026-04-29 18:00:00,13.2,324.0,2.77,5.2,0.3,427680000.0
2026-04-29 19:00:00,,,,2.9,1.6,
2026-04-29 20:00:00,18.7,323.0,3.9,3.3,2.0,604010000.0
2026-04-29 21:00:00,16.2,325.0,3.42,4.7,2.6,526500000.0
2026-04-29 22:00:00,11.5,322.0,2.38,6.4,1.6,370300000.0
2026-04-29 23:00:00,12.7,321.0,2.62,6.7,-2.7,407670000.0
2026-04-30 00:00:00,10.0,336.0,2.26,7.5,0.7,336000000.0
2026-04-30 01:00:00,9.3,346.0,2.23,7.3,-2.2,321780000.0
2026-04-30 02:00:00,8.1,342.0,1.89,7.6,-0.0,277020000.0
2026-04-30 03:00:00,8.4,356.0,2.13,6.9,2.0,299040000.0
2026-04-30 04:00:00,7.7,350.0,1.89,7.5,-2.2,269500000.0
2026-04-30 05:00:00,7.8,343.0,1.84,7.4,-1.2,267540000.0
2026-04-30 06:00:00,9.3,350.0,2.28,6.2,0.8,325500000.00000006
2026-04-30 07:00:00,9.2,363.0,2.42,7.5,1.6,333960000.0
2026-04-30 08:00:00,9.0,373.0,2.5,7.8,1.1,335700000.0
2026-04-30 09:00:00,7.9,376.0,2.23,8.3,1.7,297040000.0
2026-04-30 10:00:00,7.8,371.0,2.15,8.3,-0.5,289380000.0
2026-04-30 11:00:00,7.5,372.0,2.08,8.4,-3.9,279000000.0
2026-04-30 12:00:00,4.5,363.0,1.19,10.9,-5.8,163350000.0
2026-04-30 13:00:00,3.8,375.0,1.07,11.4,-5.8,142500000.0
2026-04-30 14:00:00,3.7,366.0,0.99,11.5,-4.5,135420000.0
2026-04-30 15:00:00,3.7,371.0,1.02,11.9,-2.6,137270000.0
2026-04-30 16:00:00,2.7,380.0,0.78,13.2,-3.6,102600000.0
2026-04-30 17:00:00,1.0,383.0,0.29,13.9,-1.5,38300000.0
2026-04-30 18:00:00,1.2,394.0,0.37,13.6,-8.7,47279999.99999999
2026-04-30 19:00:00,2.7,433.0,1.01,11.8,0.4,116910000.00000001
2026-04-30 20:00:00,3.7,465.0,1.6,10.3,-9.7,172050000.0
2026-04-30 21:00:00,5.0,485.0,2.35,10.8,-8.7,242500000.0
2026-04-30 22:00:00,7.0,489.0,3.35,9.5,-4.0,342300000.0
2026-04-30 23:00:00,8.3,486.0,3.92,8.4,-0.1,403380000.0
2026-05-01 00:00:00,8.1,492.0,3.92,8.5,-3.7,398520000.0
2026-05-01 01:00:00,7.0,486.0,3.31,8.4,-2.7,340200000.0
2026-05-01 02:00:00,6.4,501.0,3.21,8.0,-5.2,320640000.0
2026-05-01 03:00:00,6.7,503.0,3.39,6.4,-1.7,337010000.0
2026-05-01 04:00:00,6.7,486.0,3.17,6.7,-2.8,325620000.0
2026-05-01 05:00:00,6.3,483.0,2.94,6.0,-2.0,304290000.0
2026-05-01 06:00:00,5.5,480.0,2.53,5.5,-2.1,264000000.0
2026-05-01 07:00:00,4.8,499.0,2.39,6.2,-2.1,239519999.99999997
2026-05-01 08:00:00,4.0,488.0,1.91,6.3,2.9,195200000.0
2026-05-01 09:00:00,4.2,477.0,1.91,5.9,-0.8,200340000.0
2026-05-01 10:00:00,3.5,445.0,1.39,5.9,-0.1,155750000.0
2026-05-01 11:00:00,3.7,450.0,1.5,4.9,-0.1,166500000.0
2026-05-01 12:00:00,3.4,455.0,1.41,4.6,1.8,154700000.0
2026-05-01 13:00:00,3.0,458.0,1.26,4.9,2.7,137400000.0
2026-05-01 14:00:00,3.3,451.0,1.34,4.8,1.7,148830000.0
2026-05-01 15:00:00,3.3,453.0,1.35,5.5,-2.3,149490000.0
2026-05-01 16:00:00,3.2,436.0,1.22,5.4,-0.9,139520000.0
2026-05-01 17:00:00,3.3,443.0,1.3,5.4,-4.4,146190000.0
2026-05-01 18:00:00,3.3,449.0,1.33,4.9,-4.1,148169999.99999997
2026-05-01 19:00:00,3.4,441.0,1.32,4.4,-1.4,149940000.0
2026-05-01 20:00:00,3.4,453.0,1.4,4.7,-1.6,154020000.0
2026-05-01 21:00:00,3.6,439.0,1.39,4.5,0.0,158040000.0
2026-05-01 22:00:00,3.8,445.0,1.5,4.9,-0.8,169100000.0
2026-05-01 23:00:00,3.8,446.0,1.51,4.5,-1.7,169480000.0
2026-05-02 00:00:00,3.6,452.0,1.47,4.6,-0.0,162720000.0
2026-05-02 01:00:00,3.6,446.0,1.43,4.1,-2.9,160560000.0
2026-05-02 02:00:00,3.7,431.0,1.37,4.0,-1.0,159470000.0
2026-05-02 03:00:00,3.6,440.0,1.39,4.0,1.5,158400000.0
2026-05-02 04:00:00,3.7,435.0,1.4,3.6,1.0,160950000.0
2026-05-02 05:00:00,3.7,435.0,1.4,3.9,-0.0,160950000.0
2026-05-02 06:00:00,3.7,428.0,1.36,4.3,-0.0,158360000.0
2026-05-02 07:00:00,3.6,438.0,1.38,4.2,2.7,157680000.0
2026-05-02 08:00:00,3.8,436.0,1.44,4.3,2.2,165680000.0
2026-05-02 09:00:00,3.8,431.0,1.41,4.1,2.0,163780000.0
2026-05-02 10:00:00,3.9,426.0,1.42,4.7,0.2,166140000.0
2026-05-02 11:00:00,3.9,429.0,1.44,4.7,-0.6,167310000.0
2026-05-02 12:00:00,4.0,424.0,1.44,4.7,2.1,169600000.0
2026-05-02 13:00:00,3.9,422.0,1.39,4.9,1.6,164580000.0
2026-05-02 14:00:00,4.4,424.0,1.58,3.8,0.8,186560000.0
2026-05-02 15:00:00,4.5,421.0,1.6,5.0,0.2,189450000.0
2026-05-02 16:00:00,4.5,422.0,1.6,5.1,-1.0,189900000.0
2026-05-02 17:00:00,4.6,420.0,1.62,5.1,-0.2,193199999.99999997
2026-05-02 18:00:00,4.2,436.0,1.6,4.8,0.9,183120000.0
2026-05-02 19:00:00,4.1,413.0,1.4,5.0,-2.0,169330000.0
2026-05-02 20:00:00,4.0,425.0,1.44,4.9,-3.2,170000000.0
2026-05-02 21:00:00,4.4,416.0,1.52,4.9,2.1,183040000.0
2026-05-02 22:00:00,3.7,409.0,1.24,4.7,-1.1,151330000.00000003
2026-05-02 23:00:00,3.9,411.0,1.32,5.1,-3.1,160290000.0
2026-05-03 00:00:00,3.4,421.0,1.21,5.3,-3.8,143140000.0
2026-05-03 01:00:00,3.3,433.0,1.24,5.5,-5.0,142890000.0
2026-05-03 02:00:00,3.5,420.0,1.23,5.3,-3.6,147000000.0
2026-05-03 03:00:00,4.2,409.0,1.41,5.2,-2.1,171780000.00000003
2026-05-03 04:00:00,4.2,405.0,1.38,5.1,-1.0,170100000.0
2026-05-03 05:00:00,3.7,420.0,1.31,4.4,1.0,155400000.0
2026-05-03 06:00:00,4.3,430.0,1.59,3.1,1.2,184900000.0
2026-05-03 07:00:00,4.0,426.0,1.45,3.1,-1.3,170400000.0
2026-05-03 08:00:00,3.7,422.0,1.32,3.5,-1.1,156140000.0
2026-05-03 09:00:00,3.8,417.0,1.32,3.7,0.1,158460000.0
2026-05-03 10:00:00,3.9,415.0,1.34,3.4,-0.7,161850000.0
2026-05-03 11:00:00,3.9,417.0,1.36,3.5,-0.0,162630000.0
2026-05-03 12:00:00,3.6,426.0,1.31,3.7,-2.3,153360000.0
2026-05-03 13:00:00,3.3,431.0,1.23,4.2,-3.6,142230000.0
2026-05-03 14:00:00,3.5,414.0,1.2,4.3,-1.7,144900000.0
2026-05-03 15:00:00,3.6,402.0,1.16,4.3,1.0,144720000.0
2026-05-03 16:00:00,3.6,401.0,1.16,4.3,-0.8,144360000.0
2026-05-03 17:00:00,3.6,400.0,1.15,4.0,0.7,144000000.0
2026-05-03 18:00:00,3.8,408.0,1.27,4.0,-0.3,155040000.0
2026-05-03 19:00:00,3.6,415.0,1.24,4.1,-3.1,149400000.0
2026-05-03 20:00:00,3.6,407.0,1.19,4.1,-2.9,146520000.0
2026-05-03 21:00:00,3.5,387.0,1.05,4.3,-0.5,135450000.0
2026-05-03 22:00:00,3.4,392.0,1.04,4.2,-0.4,133280000.0
2026-05-03 23:00:00,3.5,394.0,1.09,4.0,-1.3,137900000.0
2026-05-04 00:00:00,3.5,402.0,1.13,4.2,-2.2,140700000.0
2026-05-04 01:00:00,3.6,408.0,1.2,4.3,-2.2,146880000.0
2026-05-04 02:00:00,3.8,390.0,1.16,4.3,-0.2,148200000.0
2026-05-04 03:00:00,3.6,387.0,1.08,4.3,-0.1,139320000.0
2026-05-04 04:00:00,3.5,397.0,1.1,4.4,-0.4,138950000.0
2026-05-04 05:00:00,5.6,428.0,2.05,6.4,-0.2,239679999.99999997
2026-05-04 06:00:00,6.4,413.0,2.18,7.7,-0.3,264320000.00000003
2026-05-04 07:00:00,8.3,409.0,2.78,7.7,1.7,339470000.0
2026-05-04 08:00:00,9.4,387.0,2.82,7.4,-0.8,363780000.0
2026-05-04 09:00:00,10.0,377.0,2.84,7.6,-2.2,377000000.0
2026-05-04 10:00:00,12.2,397.0,3.85,7.7,-2.9,484339999.99999994
2026-05-04 11:00:00,15.7,410.0,5.28,7.3,-0.6,643700000.0
2026-05-04 12:00:00,13.5,405.0,4.43,8.1,0.9,546750000.0
2026-05-04 13:00:00,12.4,420.0,4.37,8.0,3.1,520800000.0
2026-05-04 14:00:00,12.1,422.0,4.31,9.0,2.8,510620000.0
2026-05-04 15:00:00,12.9,404.0,4.21,9.8,0.0,521160000.00000006
2026-05-04 16:00:00,11.5,426.0,4.17,9.9,-9.5,489900000.0
2026-05-04 17:00:00,10.6,419.0,3.72,10.0,-9.5,444139999.99999994
2026-05-04 18:00:00,10.9,424.0,3.92,9.2,-8.8,462160000.00000006
2026-05-04 19:00:00,9.9,420.0,3.49,9.4,-8.7,415800000.0
2026-05-04 20:00:00,9.0,420.0,3.18,8.6,-7.7,378000000.0
2026-05-04 21:00:00,6.3,421.0,2.23,8.6,-6.3,265229999.99999997
2026-05-04 22:00:00,5.5,415.0,1.89,8.6,-5.3,228250000.0
2026-05-04 23:00:00,2.9,412.0,0.98,10.8,-8.1,119480000.0
2026-05-05 00:00:00,2.6,429.0,0.96,11.6,-7.6,111540000.00000001
2026-05-05 01:00:00,1.9,437.0,0.73,11.6,-6.4,83030000.0
2026-05-05 02:00:00,2.0,434.0,0.75,11.4,-5.4,86800000.0
2026-05-05 03:00:00,2.7,428.0,0.99,11.4,-3.4,115560000.00000001
2026-05-05 04:00:00,3.2,420.0,1.13,11.6,-3.3,134400000.0
2026-05-05 05:00:00,3.6,416.0,1.25,11.7,-2.2,149760000.0
2026-05-05 06:00:00,4.5,408.0,1.5,11.6,-1.5,183600000.0
2026-05-05 07:00:00,6.8,416.0,2.35,11.4,0.6,282880000.0
2026-05-05 08:00:00,4.7,409.0,1.57,11.6,0.5,192230000.00000003
2026-05-05 09:00:00,5.1,399.0,1.62,11.4,1.4,203490000.0
2026-05-05 10:00:00,3.2,402.0,1.03,11.6,0.2,128640000.00000001
2026-05-05 11:00:00,2.6,406.0,0.86,11.7,2.3,105560000.00000001
2026-05-05 12:00:00,3.4,395.0,1.06,11.5,3.3,134300000.0
2026-05-05 13:00:00,4.6,391.0,1.41,11.3,4.0,179860000.0
